test_type,framework,language,platform,webserver,database,classification,total_requests,scale_factor,throughput,latency_avg_ms,latency_std_ms,latency_max_ms,connections,threads,latency_p50,latency_p75,latency_p90,latency_p99,requests_sec,transfer_sec,total_tcp_sockets,read_errors,write_errors,timeout_requests,benchmarktime,buildtime,dbstarttime,readytime,verifytime,totaltime,total_errors,error_rate,efficiency,system_load
fortune,phalcon,php,fpm/fastcgi,nginx,mysql,fullstack,309833,64,20655.53,2.71,0.46159,6.46,64,56,2.68,2.98,3.26,4,20517.33,27.43,15,0,0,0,731,325,12,0,787,1132,0,0,4505.022900763359,Medium Low
fortune,phalcon,php,fpm/fastcgi,nginx,mysql,fullstack,621475,128,41431.67,2.7,0.49986,7.6,128,56,2.65,3,3.36,4.08,41153.61,55.02,15,0,0,0,731,325,12,0,787,1132,0,0,8044.984466019417,Medium
fortune,phalcon,php,fpm/fastcgi,nginx,mysql,fullstack,626160,256,41744,5.39,1.84,19.17,256,56,5.11,6.42,7.85,10.93,41479.22,55.46,15,0,0,0,731,325,12,0,787,1132,0,0,3399.348534201954,High
fortune,phalcon,php,fpm/fastcgi,nginx,mysql,fullstack,579797,512,38653.13,13.11,3.07,39.61,512,56,13.01,14.93,16.87,21.34,38416.06,51.36,15,0,0,0,731,325,12,0,787,1132,0,0,1466.355462822458,Very High
update,pippo-mongodb,java,jetty,none,mongodb,micro,358055,1,23870.33,201.11,857.43,6860,512,56,9.39,10.97,15.56,5250,23718.99,3.84,116,0,0,0,499,24,1,1,552,585,0,0,6.761070143362729,Very Low
update,pippo-mongodb,java,jetty,none,mongodb,micro,87198,5,5813.2,51.82,95.29,3770,512,56,39.89,41.96,44.38,441.14,5775.14,1.64,116,0,0,0,499,24,1,1,552,585,0,0,3.0421108267788646,Low
update,pippo-mongodb,java,jetty,none,mongodb,micro,11138,10,742.53,565.52,665.28,4930,512,56,313.05,324.22,1350,3560,737.59,0.321299,116,0,0,0,499,24,1,1,552,585,0,0,0.2702310245436283,Medium
update,pippo-mongodb,java,jetty,none,mongodb,micro,7148,15,476.53,995.47,1140,7980,512,56,484.85,502.23,2580,5650,473.43,0.277979,116,0,0,0,499,24,1,1,552,585,0,0,0.10618496858660327,High
update,pippo-mongodb,java,jetty,none,mongodb,micro,5300,20,331.25,1360,1250,7050,512,56,647.89,1920,3270,5620,350.99,0.259277,116,0,0,0,499,24,1,1,552,585,0,0,0.07877526753864447,Very High
db,pippo-mongodb,java,jetty,none,mongodb,micro,249446,16,16629.73,0.96,0.17268,3.65,16,16,0.96,1.06,1.16,1.37,16518.95,2.64,116,0,0,0,499,24,1,1,552,585,0,0,7214.633405639914,Very Low
db,pippo-mongodb,java,jetty,none,mongodb,micro,462750,32,30850,1.03,0.22425,3.43,32,32,1.02,1.17,1.31,1.65,30645.47,4.9,116,0,0,0,499,24,1,1,552,585,0,0,13834.080717488787,Low
db,pippo-mongodb,java,jetty,none,mongodb,micro,870009,64,58000.6,0.96,0.25830000000000003,4.05,64,56,0.93,1.1,1.29,1.74,57614.64,9.22,116,0,0,0,499,24,1,1,552,585,0,0,23153.932135728544,Medium Low
db,pippo-mongodb,java,jetty,none,mongodb,micro,998337,128,66555.8,1.69,0.6185900000000001,12.12,128,56,1.59,2.01,2.46,3.59,66111.84,10.58,116,0,0,0,499,24,1,1,552,585,0,0,9638.783490224476,Medium
db,pippo-mongodb,java,jetty,none,mongodb,micro,1019679,256,67978.6,3.3,0.658,15.19,256,56,3.21,3.65,4.1,5.32,67529.29,10.81,116,0,0,0,499,24,1,1,552,585,0,0,7353.0124391563,High
db,pippo-mongodb,java,jetty,none,mongodb,micro,1020594,512,68039.6,26.64,40.82,250.97,512,56,3.92,37.16,92.64,166,67643.3,10.82,116,0,0,0,499,24,1,1,552,585,0,0,490.1811894384208,Very High
query,pippo-mongodb,java,jetty,none,mongodb,micro,1019073,1,67938.2,31.3,47.82,538.92,512,56,3.92,47.17,111.87,181.61,67541.41,10.94,116,0,0,0,499,24,1,1,552,585,0,0,238.28767843990042,Very Low
query,pippo-mongodb,java,jetty,none,mongodb,micro,155270,5,10351.33,22.47,1.78,124.36,512,56,22.26,22.94,23.82,27.86,10283.49,2.92,116,0,0,0,499,24,1,1,552,585,0,0,140.99748007900294,Low
query,pippo-mongodb,java,jetty,none,mongodb,micro,13014,10,813.38,357.28,452.86,7980,512,56,274.75,280.02,290.13,2230,861.9,0.375469,116,0,0,0,499,24,1,1,552,585,0,0,0.1951187917402318,Medium
query,pippo-mongodb,java,jetty,none,mongodb,micro,8300,15,553.33,1080,1380,7910,512,56,426.71,1150,2910,6610,549.69,0.322764,116,0,0,0,499,24,1,1,552,585,0,0,0.12309899888765295,High
query,pippo-mongodb,java,jetty,none,mongodb,micro,5774,20,384.93,1330,1570,7920,512,56,607.06,999.86,3630,7340,382.38,0.28248,116,0,0,0,499,24,1,1,552,585,0,0,0.08322810810810811,Very High
fortune,pippo-mongodb,java,jetty,none,mongodb,micro,168055,16,11203.67,1.42,0.30343000000000003,6.32,16,16,1.38,1.57,1.8,2.37,11128.96,14.65,116,0,0,0,499,24,1,1,552,585,0,0,2895.0051679586563,Very Low
fortune,pippo-mongodb,java,jetty,none,mongodb,micro,173491,32,11566.07,2.8,1.25,17.38,32,32,2.54,3.42,4.44,6.87,11489.08,15.12,116,0,0,0,499,24,1,1,552,585,0,0,1146.2903865213082,Low
fortune,pippo-mongodb,java,jetty,none,mongodb,micro,217154,64,13572.12,3.94,2.16,24.34,64,56,3.45,5.01,6.8,11.03,14380.53,18.93,116,0,0,0,499,24,1,1,552,585,0,0,959.8387553041019,Medium Low
fortune,pippo-mongodb,java,jetty,none,mongodb,micro,424336,128,28289.07,4.1,2.51,29.9,128,56,3.49,5.22,7.29,12.79,28100.31,36.98,116,0,0,0,499,24,1,1,552,585,0,0,1664.0629411764705,Medium
fortune,pippo-mongodb,java,jetty,none,mongodb,micro,450609,256,30040.6,7.67,4.42,50.01,256,56,6.72,9.88,13.5,22.1,29861.01,39.3,116,0,0,0,499,24,1,1,552,585,0,0,1041.6296809986131,High
fortune,pippo-mongodb,java,jetty,none,mongodb,micro,446854,512,29790.27,7.81,4.67,57.61,512,56,6.76,10.05,14.02,23.19,29595.43,38.95,116,0,0,122,499,24,1,1,552,585,122,2.7301982302944586e-4,910.4902679839988,Very High
update,es4x,javascript,vert.x,none,postgres,micro,4323728,1,288248.53,2.17,2.94,56.46,512,56,1.61,1.81,2.19,15.56,286327.14,42.26,71,0,0,0,732,22,3,4,784,820,0,0,9832.799931775544,Very Low
update,es4x,javascript,vert.x,none,postgres,micro,1441735,5,96115.67,5.47,2.5,40.78,512,56,4.94,5.36,6.3,19.54,95587.12,25.79,71,0,0,0,732,22,3,4,784,820,0,0,4156.353297297297,Low
update,es4x,javascript,vert.x,none,postgres,micro,777830,10,51855.33,9.97,3.39,47.45,512,56,9.05,10.01,11.88,28.46,51548.85,21.72,71,0,0,0,732,22,3,4,784,820,0,0,1806.1765935214212,Medium
update,es4x,javascript,vert.x,none,postgres,micro,539339,15,35955.93,14.2,3.6,64.9,512,56,13.18,14.45,16.98,32.69,35721.62,20.46,71,0,0,0,732,22,3,4,784,820,0,0,909.1259165613149,High
update,es4x,javascript,vert.x,none,postgres,micro,404641,20,26976.07,18.82,4.07,66.62,512,56,17.6,19.38,22.55,36.94,26799.24,19.41,71,0,0,0,732,22,3,4,784,820,0,0,631.4623127340824,Very High
db,es4x,javascript,vert.x,none,postgres,micro,179702,16,11980.13,1.33,0.20909,9.83,16,16,1.34,1.45,1.54,1.71,11901.59,1.73,71,0,0,0,732,22,3,4,784,820,0,0,2146.9767025089604,Very Low
db,es4x,javascript,vert.x,none,postgres,micro,367344,32,24489.6,1.31,0.33704,14.63,32,32,1.31,1.44,1.57,1.8,24326.81,3.54,71,0,0,0,732,22,3,4,784,820,0,0,3072.722710163111,Low
db,es4x,javascript,vert.x,none,postgres,micro,764977,64,50998.47,1.11,0.5019,16.6,64,56,1.08,1.26,1.43,1.76,50658.08,7.38,71,0,0,0,732,22,3,4,784,820,0,0,5759.285149632976,Medium Low
db,es4x,javascript,vert.x,none,postgres,micro,3519702,128,234646.8,0.55741,0.70647,16.66,128,56,0.306,0.798,1.16,2.2,233095.63,33.96,71,0,0,0,732,22,3,4,784,820,0,0,27256.921917988824,Medium
db,es4x,javascript,vert.x,none,postgres,micro,9066414,256,604427.6,0.46311,0.75112,17.31,256,56,0.339,0.396,0.502,3.8,600413.2,87.48,71,0,0,0,732,22,3,4,784,820,0,0,68015.96344140108,High
db,es4x,javascript,vert.x,none,postgres,micro,9337576,512,622505.07,0.9,0.8484700000000001,18.71,512,56,0.763,0.85,1.01,5.14,618395.66,90.1,71,0,0,0,732,22,3,4,784,820,0,0,63488.53340132584,Very High
query,es4x,javascript,vert.x,none,postgres,micro,8912205,1,594147,0.96,0.92,18.74,512,56,0.785,0.89,1.09,5.76,590218.54,87.12,71,0,0,0,732,22,3,4,784,820,0,0,60319.49238578681,Very Low
query,es4x,javascript,vert.x,none,postgres,micro,2174468,5,135904.25,3.7,2.07,34.49,512,56,3.24,3.6,4.31,15.52,144004.73,38.85,71,0,0,0,732,22,3,4,784,820,0,0,7117.268918565069,Low
query,es4x,javascript,vert.x,none,postgres,micro,1121115,10,74741,6.97,2.71,40.34,512,56,6.25,6.94,8.36,21.81,74300.46,31.3,71,0,0,0,732,22,3,4,784,820,0,0,3159.6279856267174,Medium
query,es4x,javascript,vert.x,none,postgres,micro,756295,15,50419.67,10.16,2.92,41.43,512,56,9.28,10.34,12.41,25.04,50111.1,28.71,71,0,0,0,732,22,3,4,784,820,0,0,1954.629579375848,High
query,es4x,javascript,vert.x,none,postgres,micro,572174,20,38144.93,13.36,3.39,43.68,512,56,12.28,13.69,16.26,30.31,37921.72,27.47,71,0,0,0,732,22,3,4,784,820,0,0,1337.4800140252455,Very High
fortune,es4x,javascript,vert.x,none,postgres,micro,168710,16,11247.33,1.42,0.25477,13.02,16,16,1.43,1.54,1.64,1.82,11173.21,14.63,71,0,0,0,732,22,3,4,784,820,0,0,1557.8019390581717,Very Low
fortune,es4x,javascript,vert.x,none,postgres,micro,352148,32,23476.53,1.36,0.33951,14.09,32,32,1.36,1.49,1.62,1.85,23320.24,30.54,71,0,0,0,732,22,3,4,784,820,0,0,3039.0330097087376,Low
fortune,es4x,javascript,vert.x,none,postgres,micro,700992,64,46732.8,1.22,0.5519700000000001,17.79,64,56,1.19,1.37,1.53,1.87,46420.44,60.78,71,0,0,0,732,22,3,4,784,820,0,0,4916.654392425039,Medium Low
fortune,es4x,javascript,vert.x,none,postgres,micro,1322821,128,88188.07,1.34,1,20.4,128,56,1.24,1.48,1.74,4.23,87603.66,114.71,71,0,0,0,732,22,3,4,784,820,0,0,8112.977920883166,Medium
fortune,es4x,javascript,vert.x,none,postgres,micro,1652340,256,103271.25,2.11,1.3,24.54,256,56,2.1,2.53,2.89,6.36,109426.35,143.28,71,0,0,0,732,22,3,4,784,820,0,0,7750.187617260788,High
fortune,es4x,javascript,vert.x,none,postgres,micro,2392615,512,159507.67,3.23,1.77,21.39,512,56,3.1,4.38,5.24,7.9,158462.69,207.49,71,0,0,0,732,22,3,4,784,820,0,0,12957.568643379367,Very High
update,vertx-web-scala,scala,vert.x,none,postgres,micro,6513179,1,434211.93,1.17,0.41124,9.17,512,56,1.12,1.37,1.65,2.56,431331.07,64.49,125,0,0,0,732,25,3,2,783,819,0,0,83986.833655706,Very Low
update,vertx-web-scala,scala,vert.x,none,postgres,micro,2244136,5,149609.07,3.38,0.98,15.05,512,56,3.28,3.96,4.65,6.09,148626.12,40.38,125,0,0,0,732,25,3,2,783,819,0,0,16235.384698860555,Low
update,vertx-web-scala,scala,vert.x,none,postgres,micro,1253419,10,83561.27,6.06,1.87,21.61,512,56,5.84,7.13,8.52,11.46,83071.62,35.16,125,0,0,0,732,25,3,2,783,819,0,0,6039.846042645464,Medium
update,vertx-web-scala,scala,vert.x,none,postgres,micro,862273,15,57484.87,8.83,2.98,32.81,512,56,8.4,10.49,12.76,17.78,57104.42,32.82,125,0,0,0,732,25,3,2,783,819,0,0,2761.0408261287225,High
update,vertx-web-scala,scala,vert.x,none,postgres,micro,653294,20,43552.93,11.67,4.2,51.33,512,56,11,13.96,17.23,24.44,43289.19,31.44,125,0,0,0,732,25,3,2,783,819,0,0,1382.6326984126983,Very High
db,vertx-web-scala,scala,vert.x,none,postgres,micro,177659,16,11843.93,1.35,0.19041,7.68,16,16,1.36,1.46,1.55,1.73,11766.97,1.74,125,0,0,0,732,25,3,2,783,819,0,0,2623.240310077519,Very Low
db,vertx-web-scala,scala,vert.x,none,postgres,micro,365879,32,24391.93,1.31,0.24029,7.7,32,32,1.31,1.45,1.58,1.81,24231.32,3.58,125,0,0,0,732,25,3,2,783,819,0,0,5414.412874583795,Low
db,vertx-web-scala,scala,vert.x,none,postgres,micro,744148,64,49609.87,1.13,0.28833,8.55,64,56,1.12,1.29,1.46,1.76,49278.26,7.27,125,0,0,0,732,25,3,2,783,819,0,0,10249.97314049587,Medium Low
db,vertx-web-scala,scala,vert.x,none,postgres,micro,7690206,128,512680.4,0.27891000000000005,0.5585,18.42,128,56,0.178,0.245,0.393,1.54,509296.13,75.17,125,0,0,0,732,25,3,2,783,819,0,0,54835.32462587392,Medium
db,vertx-web-scala,scala,vert.x,none,postgres,micro,12026380,256,801758.67,0.28887999999999997,0.17826,7.18,256,56,0.265,0.325,0.395,0.64,796455.49,117.56,125,0,0,0,732,25,3,2,783,819,0,0,214693.14542474912,High
db,vertx-web-scala,scala,vert.x,none,postgres,micro,16191151,512,1079410.07,0.49231,0.31524,8.13,512,56,0.426,0.571,0.759,1.74,1072281.04,158.27,125,0,0,0,732,25,3,2,783,819,0,0,250376.0755528391,Very High
query,vertx-web-scala,scala,vert.x,none,postgres,micro,16063730,1,1070915.33,0.49912,0.3355,15.31,512,56,0.431,0.57,0.753,1.87,1063855.09,159.06,125,0,0,0,732,25,3,2,783,819,0,0,135480.70101308613,Very Low
query,vertx-web-scala,scala,vert.x,none,postgres,micro,5041410,5,315088.12,1.76,1.53,21,512,56,0.98,2.47,3.91,7.12,333873.34,90.71,125,0,0,0,732,25,3,2,783,819,0,0,27687.88400702988,Low
query,vertx-web-scala,scala,vert.x,none,postgres,micro,2557609,10,170507.27,3.09,2,23.61,512,56,2.56,4.38,5.72,9.19,169380.1,71.68,125,0,0,0,732,25,3,2,783,819,0,0,12772.080149812733,Medium
query,vertx-web-scala,scala,vert.x,none,postgres,micro,1707438,15,113829.2,4.5,2.27,25.11,512,56,4.41,5.94,7.4,10.87,113078.04,64.99,125,0,0,0,732,25,3,2,783,819,0,0,7688.5646740965885,High
query,vertx-web-scala,scala,vert.x,none,postgres,micro,1283916,20,85594.4,5.93,2.47,36.14,512,56,5.95,7.38,9.11,12.67,85109.85,61.81,125,0,0,0,732,25,3,2,783,819,0,0,4069.141906346565,Very High
fortune,vertx-web-scala,scala,vert.x,none,postgres,micro,182983,16,12198.87,1.31,0.28449,8.2,16,16,1.31,1.46,1.6,1.82,12117.87,21.11,125,0,0,0,732,25,3,2,783,819,0,0,2565.482649842272,Very Low
fortune,vertx-web-scala,scala,vert.x,none,postgres,micro,406863,32,27124.2,1.18,0.33517,8.59,32,32,1.15,1.34,1.52,1.86,26943.16,46.94,125,0,0,0,732,25,3,2,783,819,0,0,5552.548618219038,Low
fortune,vertx-web-scala,scala,vert.x,none,postgres,micro,1148806,64,76587.07,0.73514,0.27997000000000005,5.85,64,56,0.722,0.88,1.03,1.4,76078.37,132.56,125,0,0,0,732,25,3,2,783,819,0,0,23260.574566372172,Medium Low
fortune,vertx-web-scala,scala,vert.x,none,postgres,micro,3770206,128,235637.88,0.45782,0.27691000000000004,4.87,128,56,0.421,0.535,0.772,1.53,249683.08,435.04,125,0,0,0,732,25,3,2,783,819,0,0,88455.64602407739,Medium
fortune,vertx-web-scala,scala,vert.x,none,postgres,micro,6563224,256,437548.27,0.5366799999999999,0.32494,4.84,256,56,0.465,0.615,0.799,2.23,434662.25,757.34,125,0,0,0,732,25,3,2,783,819,0,0,162757.7873334474,High
fortune,vertx-web-scala,scala,vert.x,none,postgres,micro,6978097,512,465206.47,1.24,1.01,15.07,512,56,0.836,1.6,2.58,4.93,462122.66,805.19,125,0,0,0,732,25,3,2,783,819,0,0,57045.55119558553,Very High
update,trillium-tokio,rust,none,none,postgres,micro,44029,1,2935.27,171.78,9.93,191.59,512,56,172.11,177.47,180.69,188.24,2916,0.461025,23,0,0,0,848,87,3,0,923,1019,0,0,16.155819137518233,Very Low
update,trillium-tokio,rust,none,none,postgres,micro,8990,5,561.88,826.83,58.01,883.52,512,56,830.81,851.25,868.22,876.22,595.59,0.166924,23,0,0,0,848,87,3,0,923,1019,0,0,0.6570351097728535,Low
update,trillium-tokio,rust,none,none,postgres,micro,4248,10,283.2,1680,167.6,1810,512,56,1720,1770,1780,1800,281.53,0.121572,23,0,0,0,848,87,3,0,923,1019,0,0,0.16229226361031518,Medium
update,trillium-tokio,rust,none,none,postgres,micro,2728,15,181.87,2530,293.04,2720,512,56,2620,2650,2700,2720,180.65,0.105381,23,0,0,0,848,87,3,0,923,1019,0,0,0.06928380952380953,High
update,trillium-tokio,rust,none,none,postgres,micro,2018,20,134.53,3270,447.9,3600,512,56,3470,3530,3550,3590,133.64,0.098193,23,0,0,0,848,87,3,0,923,1019,0,0,0.03916448326055313,Very High
cached-query,trillium-tokio,rust,none,none,postgres,micro,9489171,1,593073.19,0.80237,0.35026999999999997,4.21,512,56,0.785,1.01,1.25,1.75,628432.87,99.35,23,0,0,0,848,87,3,0,923,1019,0,0,236643.81919132062,Very Low
cached-query,trillium-tokio,rust,none,none,postgres,micro,7439579,10,495971.93,1.04,0.5227999999999999,24.8,512,56,0.99,1.25,1.54,2.27,492698.15,212.75,23,0,0,0,848,87,3,0,923,1019,0,0,38387.920278637765,Low
cached-query,trillium-tokio,rust,none,none,postgres,micro,5363432,20,357562.13,1.44,0.84312,46.47,512,56,1.37,1.73,2.11,3.01,355196.2,261.03,23,0,0,0,848,87,3,0,923,1019,0,0,14926.409100396577,Medium
cached-query,trillium-tokio,rust,none,none,postgres,micro,2437251,50,162483.4,3.15,1.47,36.43,512,56,3.01,3.88,4.78,6.77,161408.75,265.52,23,0,0,0,848,87,3,0,923,1019,0,0,8210.378979282466,High
cached-query,trillium-tokio,rust,none,none,postgres,micro,1268070,100,84538,6.03,2.62,44.41,512,56,5.78,7.51,9.29,13.18,84031.32,265.57,23,0,0,0,848,87,3,0,923,1019,0,0,3352.0222045995242,Very High
db,trillium-tokio,rust,none,none,postgres,micro,84767,16,5651.13,2.83,0.44639999999999996,4.49,16,16,2.83,3.13,3.39,3.84,5646.71,0.88,23,0,0,0,848,87,3,0,923,1019,0,0,1544.0245901639344,Very Low
db,trillium-tokio,rust,none,none,postgres,micro,83773,32,5584.87,5.73,0.5577000000000001,7.94,32,32,5.76,6.1,6.4,6.92,5577.27,0.87,23,0,0,0,848,87,3,0,923,1019,0,0,817.0987564008777,Low
db,trillium-tokio,rust,none,none,postgres,micro,84783,64,5298.94,9.91,0.78713,12.53,64,56,9.96,10.42,10.81,11.47,5614.87,0.88,23,0,0,0,848,87,3,0,923,1019,0,0,472.2762923351159,Medium Low
db,trillium-tokio,rust,none,none,postgres,micro,83044,128,5536.27,20.24,1.62,23.61,128,56,20.41,21.06,21.59,22.4,5499.6,0.86,23,0,0,0,848,87,3,0,923,1019,0,0,252.5094640820981,Medium
db,trillium-tokio,rust,none,none,postgres,micro,89049,256,5936.6,37.92,1.7,42.83,256,56,38.09,38.81,39.45,40.66,5896.85,0.92,23,0,0,0,848,87,3,0,923,1019,0,0,147.03653250773993,High
db,trillium-tokio,rust,none,none,postgres,micro,93901,512,6260.07,80.79,5.41,95.02,512,56,81.31,83.69,85.96,89.75,6218.45,0.97,23,0,0,0,848,87,3,0,923,1019,0,0,71.21403788180422,Very High
query,trillium-tokio,rust,none,none,postgres,micro,65767,1,4384.47,115.25,8.94,134.97,512,56,115.81,119.43,122.79,131.12,4355.24,0.688574,23,0,0,0,848,87,3,0,923,1019,0,0,35.044920469986415,Very Low
query,trillium-tokio,rust,none,none,postgres,micro,35142,5,2342.8,215.09,18.06,239.68,512,56,217.36,224.18,227.66,234.63,2327.22,0.652334,23,0,0,0,848,87,3,0,923,1019,0,0,10.303230204279087,Low
query,trillium-tokio,rust,none,none,postgres,micro,21359,10,1423.93,352.33,33.68,395.5,512,56,356.29,366.23,375.86,391.34,1414.43,0.610791,23,0,0,0,848,87,3,0,923,1019,0,0,3.8081649572763867,Medium
query,trillium-tokio,rust,none,none,postgres,micro,13943,15,871.44,533.45,59.01,569.2,512,56,544.08,552.1,557.98,563.25,923.38,0.538721,23,0,0,0,848,87,3,0,923,1019,0,0,1.5806284859202828,High
query,trillium-tokio,rust,none,none,postgres,micro,10819,20,721.27,685.04,86.33,746.06,512,56,696.83,716.11,729.63,740.94,716.72,0.526738,23,0,0,0,848,87,3,0,923,1019,0,0,1.0079938508839354,Very High
fortune,trillium-tokio,rust,none,none,postgres,micro,91895,16,6126.33,2.61,0.38351999999999997,4.16,16,16,2.61,2.87,3.09,3.48,6085.76,8.08,23,0,0,0,848,87,3,0,923,1019,0,0,1809.8463810930577,Very Low
fortune,trillium-tokio,rust,none,none,postgres,micro,94433,32,6295.53,5.08,0.41116,6.94,32,32,5.09,5.35,5.58,5.99,6286.44,8.35,23,0,0,0,848,87,3,0,923,1019,0,0,1047.5091514143094,Low
fortune,trillium-tokio,rust,none,none,postgres,micro,95199,64,6346.6,8.82,0.6088300000000001,11.01,64,56,8.85,9.2,9.52,10.07,6304.33,8.38,23,0,0,0,848,87,3,0,923,1019,0,0,640.1008572869391,Medium Low
fortune,trillium-tokio,rust,none,none,postgres,micro,96202,128,6413.47,17.46,1.26,20.69,128,56,17.57,18.18,18.68,19.47,6371.15,8.46,23,0,0,0,848,87,3,0,923,1019,0,0,336.22385321100916,Medium
fortune,trillium-tokio,rust,none,none,postgres,micro,97668,256,6511.2,34.59,1.85,39.17,256,56,34.75,35.77,36.52,37.68,6468.7,8.59,23,0,0,0,848,87,3,0,923,1019,0,0,176.55097613882862,High
fortune,trillium-tokio,rust,none,none,postgres,micro,97842,512,6522.8,77.56,4.58,86.57,512,56,78,79.9,81.98,84.14,6481.61,8.61,23,0,0,0,848,87,3,0,923,1019,0,0,79.48333637969903,Very High
db,postgrest,haskell,none,none,postgres,micro,51850,16,3456.67,4.63,0.7752899999999999,18.06,16,16,4.55,4.85,5.15,7.56,3452.63,0.75001,77,0,0,0,249,6,3,1,277,294,0,0,304.68664609960337,Very Low
db,postgrest,haskell,none,none,postgres,micro,110747,32,7383.13,4.34,1.21,37.96,32,32,4.11,4.6,5.54,8.11,7373.15,1.6,77,0,0,0,249,6,3,1,277,294,0,0,349.08416075650115,Low
db,postgrest,haskell,none,none,postgres,micro,253271,64,16884.73,3.35,1.51,62.96,64,56,2.99,3.66,5.21,6.97,16771.38,3.64,77,0,0,0,249,6,3,1,277,294,0,0,509.2664756446991,Medium Low
db,postgrest,haskell,none,none,postgres,micro,359680,128,23978.67,4.74,2.61,60.38,128,56,4.09,6.33,8.01,12.41,23819.29,5.17,77,0,0,0,249,6,3,1,277,294,0,0,736.4456388206387,Medium
db,postgrest,haskell,none,none,postgres,micro,372926,256,23307.88,9.2,4.03,67.76,256,56,9.1,10.39,12.86,23.88,24699.12,5.37,77,0,0,0,249,6,3,1,277,294,0,0,605.7141372141372,High
db,postgrest,haskell,none,none,postgres,micro,290959,512,19397.27,26.18,7.83,75.65,512,56,25.25,28.26,36.72,53.75,19271.52,4.19,77,0,0,0,249,6,3,1,277,294,0,0,380.97358342335264,Very High
query,postgrest,haskell,none,none,postgres,micro,166211,1,11080.73,45.69,9.34,96.04,512,56,42.21,48.39,60.95,76.59,11007.72,2.39,77,0,0,0,249,6,3,1,277,294,0,0,156.36393141889505,Very Low
query,postgrest,haskell,none,none,postgres,micro,161846,5,10789.73,46.91,10.29,113.27,512,56,42.99,49.36,61.71,81.05,10721.79,3.79,77,0,0,0,249,6,3,1,277,294,0,0,134.72006492695715,Low
query,postgrest,haskell,none,none,postgres,micro,159569,10,9973.06,47.57,9.5,105.4,512,56,44.14,50.33,62.46,76.38,10568.94,5.54,77,0,0,0,249,6,3,1,277,294,0,0,130.39236451591816,Medium
query,postgrest,haskell,none,none,postgres,micro,151925,15,10128.33,50.02,10.1,106.69,512,56,46.6,54.87,65.11,79.92,10061.24,6.99,77,0,0,0,249,6,3,1,277,294,0,0,129.2620764469402,High
query,postgrest,haskell,none,none,postgres,micro,143062,20,9537.47,53.05,10.6,120.58,512,56,50.12,60.12,66.83,85.59,9475.39,8.2,77,0,0,0,249,6,3,1,277,294,0,0,109.8597016644589,Very High
update,flight,php,fpm/fastcgi,nginx,mysql,micro,889590,1,59306,22.79,66.21,630.58,512,56,6.97,10.61,40.05,440.49,58940.33,11.17,15,0,0,0,732,105,13,0,786,911,0,0,181.5387911902903,Very Low
update,flight,php,fpm/fastcgi,nginx,mysql,micro,258333,5,17222.2,74.27,187.07,1280,512,56,23.69,31.54,104.34,1100,17116.05,5.32,15,0,0,0,732,105,13,0,786,911,0,0,25.433923811352244,Low
update,flight,php,fpm/fastcgi,nginx,mysql,micro,137769,10,9184.6,57.83,30.46,244.06,512,56,47.01,53.32,105.35,159.93,9124.26,4.23,15,0,0,0,732,105,13,0,786,911,0,0,60.847328497134725,Medium
update,flight,php,fpm/fastcgi,nginx,mysql,micro,83084,15,5538.93,114.28,123.8,888.17,512,56,69.78,87.69,179.44,726.92,5502.22,3.38,15,0,0,0,732,105,13,0,786,911,0,0,11.050785575340417,High
update,flight,php,fpm/fastcgi,nginx,mysql,micro,66398,20,4426.53,121.14,77.62,677.66,512,56,93.54,107.54,196.01,544.05,4397.33,3.37,15,0,0,0,732,105,13,0,786,911,0,0,11.082949424136205,Very High
db,flight,php,fpm/fastcgi,nginx,mysql,micro,82171,16,5478.07,2.91,0.32233999999999996,4.11,16,16,2.92,3.13,3.32,3.63,5472.14,1.03,15,0,0,0,732,105,13,0,786,911,0,0,1560.7037037037035,Very Low
db,flight,php,fpm/fastcgi,nginx,mysql,micro,167580,32,11172,2.86,0.3708,7.15,32,32,2.86,3.11,3.34,3.73,11097.74,2.08,15,0,0,0,732,105,13,0,786,911,0,0,2232.167832167832,Low
db,flight,php,fpm/fastcgi,nginx,mysql,micro,337228,64,22481.87,2.49,0.48178,7.83,64,56,2.47,2.82,3.13,3.61,22331.39,4.19,15,0,0,0,732,105,13,0,786,911,0,0,4356.951550387596,Medium Low
