framework,language,platform,webserver,database,classification,total_requests,scale_factor,throughput,latency_avg_ms,latency_std_ms,latency_max_ms,connections,threads,latency_p50,latency_p75,latency_p90,latency_p99,requests_sec,transfer_sec,total_tcp_sockets,read_errors,write_errors,timeout_requests,benchmarktime,buildtime,dbstarttime,readytime,verifytime,totaltime,total_errors,error_rate,efficiency,system_load
sinatra-sequel-postgres-iodine-mri,ruby,rack,iodine,postgres,micro,204161,32,13610.73,2.36,0.69138,9.95,32,32,2.14,2.6,3.23,5.09,13520.37,19.39,83,0,0,0,499,44,3,1,545,599,0,0,2211.3290008123477,Low
sinatra-sequel-postgres-iodine-mri,ruby,rack,iodine,postgres,micro,361144,64,22571.5,2.32,0.6361,8.69,64,56,2.13,2.77,3.23,4.14,23916.09,34.3,83,0,0,0,499,44,3,1,545,599,0,0,4100.1816530426895,Medium Low
sinatra-sequel-postgres-iodine-mri,ruby,rack,iodine,postgres,micro,654450,128,43630,2.57,1.06,9.36,128,56,2.36,3.08,4.17,5.75,43338.23,62.16,83,0,0,0,499,44,3,1,545,599,0,0,7314.333612740989,Medium
sinatra-sequel-postgres-iodine-mri,ruby,rack,iodine,postgres,micro,719694,256,47979.6,4.69,1.95,13.6,256,56,4.3,5.88,7.48,10.15,47662.2,68.36,83,0,0,0,499,44,3,1,545,599,0,0,5246.539092400219,High
sinatra-sequel-postgres-iodine-mri,ruby,rack,iodine,postgres,micro,722696,512,48179.73,10.51,2.37,19.17,512,56,10.45,12.21,13.66,15.78,47896.31,68.7,83,0,0,0,499,44,3,1,545,599,0,0,3246.6125336927225,Very High
phpixie,php,fpm/fastcgi,nginx,mysql,fullstack,100650,16,6710,2.38,0.44618,5.45,16,16,2.34,2.67,2.96,3.58,6703.7,9.12,15,0,0,0,732,110,13,0,787,917,0,0,1713.9208173690931,Very Low
phpixie,php,fpm/fastcgi,nginx,mysql,fullstack,229381,32,15292.07,2.19,1.09,9.26,32,32,1.83,2.08,3.37,6.62,15190.28,20.66,15,0,0,0,732,110,13,0,787,917,0,0,2671.1039301310043,Low
phpixie,php,fpm/fastcgi,nginx,mysql,fullstack,343706,64,22913.73,2.46,1.27,9.15,64,56,1.75,3.75,4.13,6.08,22760.81,30.95,15,0,0,0,732,110,13,0,787,917,0,0,3947.2403100775196,Medium Low
phpixie,php,fpm/fastcgi,nginx,mysql,fullstack,411567,128,27437.8,4.13,2.62,19.38,128,56,2.36,6.26,7.84,10.62,27254.89,37.07,15,0,0,0,732,110,13,0,787,917,0,0,2334.1386643981286,Medium
phpixie,php,fpm/fastcgi,nginx,mysql,fullstack,420528,256,28035.2,8.37,5.92,50.18,256,56,5.33,12.28,16.79,25.59,27853.69,37.88,15,0,0,0,732,110,13,0,787,917,0,0,957.6498719043553,High
phpixie,php,fpm/fastcgi,nginx,mysql,fullstack,416842,512,27789.47,19.8,14.77,163.42,512,56,15.04,27.82,40.24,67.21,27619.67,37.56,15,0,0,0,732,110,13,0,787,917,0,0,303.3453771422334,Very High
aspcore-mono-mw-pg,c#,.net,kestrel,postgres,micro,138557,16,9237.13,1.87,1.12,19.47,16,16,1.57,1.8,2.31,6.73,9228.62,12.03,271,0,0,0,499,103,3,2,545,659,0,0,865.7104029990629,Very Low
aspcore-mono-mw-pg,c#,.net,kestrel,postgres,micro,318364,32,21224.27,1.63,1.01,9.88,32,32,1.29,1.61,3.06,5.23,21082.53,27.48,271,0,0,0,499,103,3,2,545,659,0,0,3687.9704604691574,Low
aspcore-mono-mw-pg,c#,.net,kestrel,postgres,micro,556438,64,37095.87,1.7,1.36,12.54,64,56,1.15,1.71,3.78,7.11,36849.62,48.04,271,0,0,0,499,103,3,2,545,659,0,0,5210.0941011235955,Medium Low
aspcore-mono-mw-pg,c#,.net,kestrel,postgres,micro,631826,128,42121.73,3.01,2.65,20.64,128,56,1.38,4.49,7.06,10.68,41841.38,54.55,271,0,0,0,499,103,3,2,545,659,0,0,3562.09133192389,Medium
aspcore-mono-mw-pg,c#,.net,kestrel,postgres,micro,636095,256,42406.33,5.32,3.54,34.74,256,56,5.62,8.08,9.13,12.7,42139.15,54.94,271,0,0,0,499,103,3,2,545,659,0,0,2117.1407888167746,High
aspcore-mono-mw-pg,c#,.net,kestrel,postgres,micro,540202,512,36013.47,14.12,5.21,111.25,512,56,12.92,17.5,20.6,26.46,35773.46,46.64,271,0,0,0,499,103,3,2,545,659,0,0,574.5149557310363,Very High
swoole-no-async,php,swoole,none,mysql,platform,200865,16,13391,1.19,0.20955000000000001,2.21,16,16,1.16,1.3,1.45,1.82,13302.41,17.72,13,0,0,0,499,171,9,0,546,733,0,0,7877.058823529412,Very Low
swoole-no-async,php,swoole,none,mysql,platform,450699,32,30046.6,1.06,0.1963,2.28,32,32,1.06,1.19,1.31,1.55,29846.43,39.76,13,0,0,0,499,171,9,0,546,733,0,0,17991.97604790419,Low
swoole-no-async,php,swoole,none,mysql,platform,1028560,64,68570.67,0.81349,0.22797,2.1,64,56,0.812,0.96,1.11,1.37,68116.82,90.75,13,0,0,0,499,171,9,0,546,733,0,0,47071.155212477126,Medium Low
swoole-no-async,php,swoole,none,mysql,platform,3595155,128,239677,0.46329000000000004,0.18818000000000001,3.67,128,56,0.411,0.54,0.749,1.05,238089.69,317.2,13,0,0,0,499,171,9,0,546,733,0,0,115973.95779149298,Medium
swoole-no-async,php,swoole,none,mysql,platform,4523441,256,301562.73,0.77361,0.48412,11.4,256,56,0.642,0.91,1.33,2.62,299575.37,399.12,13,0,0,0,499,171,9,0,546,733,0,0,49543.68178379297,High
swoole-no-async,php,swoole,none,mysql,platform,4426776,512,295118.4,2.66,3.31,55,512,56,1.18,3.46,6.97,15.38,293174.92,390.59,13,0,0,0,499,171,9,0,546,733,0,0,10236.503642039543,Very High
spliffy-mysql,javascript,nodejs,µws,mysql,micro,164076,16,10938.4,1.46,0.23453,4.2,16,16,1.46,1.61,1.74,2.01,10865.49,14.35,13,0,0,0,615,877,11,1,679,1576,0,0,3865.1590106007066,Very Low
spliffy-mysql,javascript,nodejs,µws,mysql,micro,347419,32,23161.27,1.38,0.29695,6.76,32,32,1.35,1.56,1.76,2.16,23006.91,30.39,13,0,0,0,615,877,11,1,679,1576,0,0,5690.729729729729,Low
spliffy-mysql,javascript,nodejs,µws,mysql,micro,740854,64,49390.27,1.13,0.26411,6.32,64,56,1.11,1.28,1.47,1.87,49062.32,64.8,13,0,0,0,615,877,11,1,679,1576,0,0,13259.13288590604,Medium Low
spliffy-mysql,javascript,nodejs,µws,mysql,micro,1745579,128,109098.69,0.97,0.36821,6.59,128,56,0.9,1.14,1.43,2.15,115599.89,152.69,13,0,0,0,615,877,11,1,679,1576,0,0,28862.0873015873,Medium
spliffy-mysql,javascript,nodejs,µws,mysql,micro,2710868,256,180724.53,1.26,0.56425,12.61,256,56,1.15,1.51,1.93,3.16,179530.77,237.13,13,0,0,0,615,877,11,1,679,1576,0,0,26059.773612112473,High
spliffy-mysql,javascript,nodejs,µws,mysql,micro,3024290,512,201619.33,2.54,1.11,45.57,512,56,2.37,3.08,3.88,5.94,200289.73,264.55,13,0,0,0,615,877,11,1,679,1576,0,0,8381.597588858865,Very High
today,java,netty,none,mysql,fullstack,179314,16,11954.27,1.34,0.37836000000000003,7.91,16,16,1.28,1.52,1.79,2.39,11875.36,20.35,13,0,0,0,849,45,13,4,920,989,0,0,2584.707027027027,Very Low
today,java,netty,none,mysql,fullstack,175128,32,11675.2,2.75,1.18,11.86,32,32,2.66,3.49,4.3,6.01,11598.81,19.88,13,0,0,0,849,45,13,4,920,989,0,0,1598.2477754962356,Low
today,java,netty,none,mysql,fullstack,128068,64,8537.87,6.82,4.74,42.9,64,56,6.46,9.34,13.03,21.1,8528.4,14.62,13,0,0,0,849,45,13,4,920,989,0,0,343.4380530973452,Medium Low
today,java,netty,none,mysql,fullstack,160710,128,10044.38,12.06,12.18,135.82,128,56,8.36,21.04,26.06,48.59,10642.43,18.24,13,0,0,0,849,45,13,4,920,989,0,0,135.8450094671355,Medium
today,java,netty,none,mysql,fullstack,115792,256,7719.47,42.6,118.82,2120,256,56,25.6,44.03,56.74,603.55,7667.85,13.14,13,0,0,0,849,45,13,4,920,989,0,0,7.139064089521872,High
today,java,netty,none,mysql,fullstack,115896,512,7726.4,270.99,918.78,7900,512,56,45.09,70.33,118.91,5250,7675.56,13.15,13,0,0,124,849,45,13,4,920,989,124,0.0010699247601297715,1.8891550065128788,Very High
akka-http,scala,akka,none,mysql,micro,124604,16,8306.93,1.95,0.73223,16.99,16,16,1.92,2.14,2.35,2.8,8251.55,12.93,241,0,0,0,732,91,13,3,787,902,0,0,877.1837381203803,Very Low
akka-http,scala,akka,none,mysql,micro,357029,32,22314.31,1.42,1.02,20.68,32,32,1.3,1.55,1.8,6.4,23643.77,37.05,241,0,0,0,732,91,13,3,787,902,0,0,2019.394570135747,Low
akka-http,scala,akka,none,mysql,micro,829048,64,55269.87,1.15,1.18,19.43,64,56,0.95,1.17,1.42,8.05,54901.28,86.02,241,0,0,0,732,91,13,3,787,902,0,0,5371.221574344023,Medium Low
akka-http,scala,akka,none,mysql,micro,2022908,128,134860.53,1.13,1.49,25.82,128,56,0.723,0.93,1.55,7.72,133963.49,209.91,241,0,0,0,732,91,13,3,787,902,0,0,10008.202597402596,Medium
akka-http,scala,akka,none,mysql,micro,2736111,256,182407.4,1.72,2.45,57.35,256,56,1.03,1.35,2.59,13.57,181213.29,283.94,241,0,0,0,732,91,13,3,787,902,0,0,6175.974267817843,High
akka-http,scala,akka,none,mysql,micro,2720357,512,181357.13,3.72,9.24,340.05,512,56,2.36,3.62,6.08,18.09,180166.4,282.3,241,0,0,0,732,91,13,3,787,902,0,0,1055.1073682985718,Very High
play2-java-ebean-hikaricp,java,akka,none,mysql,fullstack,50944,16,3396.27,5.04,3.43,47.2,16,16,4.67,5.03,5.34,25.95,3391.27,6.96,13,0,0,0,498,38,13,6,557,622,0,0,130.02565084226646,Very Low
play2-java-ebean-hikaricp,java,akka,none,mysql,fullstack,130861,32,8724.07,4.45,5.04,47.81,32,32,3.54,3.99,4.46,35.17,8712.98,17.88,13,0,0,0,498,38,13,6,557,622,0,0,333.87179487179486,Low
play2-java-ebean-hikaricp,java,akka,none,mysql,fullstack,425095,64,28339.67,3.68,6.6,45.43,64,56,1.68,2.31,5.79,34.1,28150.99,57.77,13,0,0,0,498,38,13,6,557,622,0,0,1154.1303196904908,Medium Low
play2-java-ebean-hikaricp,java,akka,none,mysql,fullstack,750031,128,50002.07,4.54,7.52,45.17,128,56,1.75,2.26,14.55,34.53,49667.4,101.93,13,0,0,0,498,38,13,6,557,622,0,0,2011.7509555421443,Medium
play2-java-ebean-hikaricp,java,akka,none,mysql,fullstack,784295,256,52286.33,7.36,10.56,225.91,256,56,3,4.88,24.18,41.85,51989.95,106.7,13,0,0,0,498,38,13,6,557,622,0,0,448.2902216315858,High
play2-java-ebean-hikaricp,java,akka,none,mysql,fullstack,831856,512,55457.07,12.59,17.39,454.23,512,56,6.18,13.35,34.01,50.79,55087.27,113.06,13,0,0,0,498,38,13,6,557,622,0,0,237.5950901846536,Very High
minijax,java,jax-rs,undertow,mysql,fullstack,98633,16,6575.53,2.48,0.9,19.47,16,16,2.41,2.61,2.81,4.95,6571.16,8.91,15,0,0,0,732,44,12,1,789,854,0,0,599.1371298405467,Very Low
minijax,java,jax-rs,undertow,mysql,fullstack,153678,32,10245.2,7.99,13.04,104.01,32,32,2.38,2.88,30.1,53.27,10176.98,13.79,15,0,0,0,732,44,12,1,789,854,0,0,182.95,Low
minijax,java,jax-rs,undertow,mysql,fullstack,280838,64,18722.53,7.01,10.94,112.52,64,56,2.06,3,25.11,46.34,18597.55,25.2,15,0,0,0,732,44,12,1,789,854,0,0,313.26913745503225,Medium Low
minijax,java,jax-rs,undertow,mysql,fullstack,592407,128,39493.8,4.38,5.68,72.93,128,56,1.79,5.15,11.78,27.12,39229.99,53.17,15,0,0,0,732,44,12,1,789,854,0,0,1021.6996507566937,Medium
minijax,java,jax-rs,undertow,mysql,fullstack,673586,256,44905.73,6.18,6.51,81.65,256,56,4.32,8.38,14.2,30.69,44650.33,60.51,15,0,0,0,732,44,12,1,789,854,0,0,1022.5601730615964,High
minijax,java,jax-rs,undertow,mysql,fullstack,497310,512,31081.88,19.74,20.96,287.47,512,56,15.57,28.66,46.79,93.62,32942.67,44.64,15,0,0,0,732,44,12,1,789,854,0,0,202.34940268871455,Very High
kelp-twiggy-mysql,perl,plack,twiggy,mysql,fullstack,596338,16,37271.12,0.39837,0.15622999999999998,1.38,16,16,0.411,0.494,0.588,0.756,39492.4,11.83,5467,0,0,0,616,212,13,1,649,887,0,0,41916.04671693743,Very Low
kelp-twiggy-mysql,perl,plack,twiggy,mysql,fullstack,1050853,32,70056.87,0.45657,0.20163999999999999,2.07,32,32,0.446,0.544,0.716,1.07,69594.99,20.84,5467,0,0,0,616,212,13,1,649,887,0,0,55456.10847908429,Low
kelp-twiggy-mysql,perl,plack,twiggy,mysql,fullstack,1343342,64,89556.13,0.62326,0.19855,2.81,64,56,0.592,0.738,0.86,1.27,88962.66,26.64,5467,0,0,0,616,212,13,1,649,887,0,0,52169.73372246786,Medium Low
kelp-twiggy-mysql,perl,plack,twiggy,mysql,fullstack,1354540,128,90302.67,1.24,0.2481,4.48,128,56,1.21,1.34,1.48,2.08,89703.45,26.86,5467,0,0,0,616,212,13,1,649,887,0,0,31574.360139860135,Medium
kelp-twiggy-mysql,perl,plack,twiggy,mysql,fullstack,1342214,256,89480.93,2.51,0.75437,12.03,256,56,2.45,2.74,3.46,4.9,88895.12,26.62,5467,0,0,0,616,212,13,1,649,887,0,0,12308.243466299862,High
kelp-twiggy-mysql,perl,plack,twiggy,mysql,fullstack,1195717,512,79714.47,6.37,2.55,24.32,512,56,6.25,8.51,9.45,12.62,79212.36,23.72,5467,0,0,0,616,212,13,1,649,887,0,0,5194.817204301075,Very High
drogon-core,c++,none,none,postgres,fullstack,186975,16,12465,1.28,0.21316,2.06,16,16,1.3,1.42,1.53,1.71,12457.23,16.29,72,0,0,0,499,748,3,0,543,1299,0,0,7464.071856287425,Very Low
drogon-core,c++,none,none,postgres,fullstack,380457,32,25363.8,1.26,0.2464,2.35,32,32,1.27,1.42,1.56,1.8,25194.99,32.94,72,0,0,0,499,748,3,0,543,1299,0,0,14051.96675900277,Low
drogon-core,c++,none,none,postgres,fullstack,821750,64,54783.33,1.02,0.29660000000000003,2.44,64,56,1.01,1.22,1.41,1.74,54416.79,71.15,72,0,0,0,499,748,3,0,543,1299,0,0,31666.664739884396,Medium Low
drogon-core,c++,none,none,postgres,fullstack,6699799,128,446653.27,0.25266,0.13062000000000001,2.96,128,56,0.21,0.332,0.421,0.701,443700.47,580.13,72,0,0,0,499,748,3,0,543,1299,0,0,278058.22589380766,Medium
drogon-core,c++,none,none,postgres,fullstack,11474999,256,717187.44,0.29258,0.09794,2.16,256,56,0.278,0.348,0.421,0.578,759927.22,993.28,72,0,0,0,499,748,3,0,543,1299,0,0,584843.2589354883,High
drogon-core,c++,none,none,postgres,fullstack,15883877,512,1058925.13,0.47808999999999996,0.15330000000000002,3.25,512,56,0.459,0.561,0.671,0.93,1051923.32,1372.16,72,0,0,0,499,748,3,0,543,1299,0,0,568079.1665437261,Very High
gearbox-prefork,go,none,none,postgres,platform,184065,16,11504.06,1.3,0.19973,3.08,16,16,1.31,1.43,1.54,1.74,12189.68,16.21,889,0,0,0,848,26,3,0,918,954,0,0,5252.995433789954,Very Low
gearbox-prefork,go,none,none,postgres,platform,390846,32,26056.4,1.22,0.24048,3.56,32,32,1.22,1.38,1.52,1.79,25882.12,34.41,889,0,0,0,848,26,3,0,918,954,0,0,10902.259414225944,Low
gearbox-prefork,go,none,none,postgres,platform,926003,64,61733.53,0.9,0.25856999999999997,2.91,64,56,0.89,1.07,1.24,1.57,61323.11,81.52,889,0,0,0,848,26,3,0,918,954,0,0,32406.052493438314,Medium Low
gearbox-prefork,go,none,none,postgres,platform,5250711,128,350047.4,0.32583,0.19251,4.21,128,56,0.281,0.422,0.585,0.95,347727.87,462.28,889,0,0,0,848,26,3,0,918,954,0,0,154347.67176018504,Medium
gearbox-prefork,go,none,none,postgres,platform,10803601,256,720240.07,0.33216,0.23242,7.83,256,56,0.274,0.366,0.512,1.38,715483.82,952.32,889,0,0,0,848,26,3,0,918,954,0,0,176482.7129093279,High
gearbox-prefork,go,none,none,postgres,platform,13233647,512,882243.13,0.65364,0.5841799999999999,28.23,512,56,0.502,0.725,1.13,3.15,876415.9,1167.36,889,0,0,0,848,26,3,0,918,954,0,0,61089.470025246126,Very High
sinatra-postgres-passenger-mri,ruby,rack,passenger,postgres,micro,139053,16,9270.2,1.72,0.38982,7.4,16,16,1.64,1.87,2.17,3.23,9264.4,13.67,153,0,0,0,499,36,3,5,545,595,0,0,2032.938596491228,Very Low
sinatra-postgres-passenger-mri,ruby,rack,passenger,postgres,micro,265249,32,17683.27,1.81,0.35336,7.71,32,32,1.76,1.92,2.12,3.47,17564.74,25.91,153,0,0,0,499,36,3,5,545,595,0,0,3714.9726890756306,Low
sinatra-postgres-passenger-mri,ruby,rack,passenger,postgres,micro,519680,64,34645.33,1.61,0.30795,6.23,64,56,1.57,1.72,1.89,3.11,34413.45,50.77,153,0,0,0,499,36,3,5,545,595,0,0,8838.094387755104,Medium Low
sinatra-postgres-passenger-mri,ruby,rack,passenger,postgres,micro,612549,128,40836.6,2.74,0.47975999999999996,15.45,128,56,2.68,2.91,3.2,4.7,40564.63,59.85,153,0,0,0,499,36,3,5,545,595,0,0,4490.005497526114,Medium
sinatra-postgres-passenger-mri,ruby,rack,passenger,postgres,micro,611405,256,38212.81,5.52,0.5259199999999999,19.93,256,56,5.45,5.68,5.97,7.49,40516.47,59.78,153,0,0,0,499,36,3,5,545,595,0,0,3002.971316306483,High
sinatra-postgres-passenger-mri,ruby,rack,passenger,postgres,micro,611374,512,40758.27,12.43,0.67283,25.11,512,56,12.37,12.62,12.92,14.44,40519.33,59.78,153,0,0,0,499,36,3,5,545,595,0,0,2171.4581779435266,Very High
hapi,javascript,nodejs,none,mongodb,micro,69631,16,4642.07,3.44,0.68598,10.55,16,16,3.32,3.63,3.95,6.24,4637.05,6.33,644,0,0,0,732,13,1,1,790,812,0,0,663.6268763402429,Very Low
hapi,javascript,nodejs,none,mongodb,micro,120229,32,8015.27,3.99,0.80624,17.32,32,32,3.8,4.2,4.82,7.43,7962.97,10.87,644,0,0,0,732,13,1,1,790,812,0,0,752.2543406851244,Low
hapi,javascript,nodejs,none,mongodb,micro,228054,64,15203.6,3.68,0.49291,15.74,64,56,3.63,3.98,4.32,5,15101.56,20.61,644,0,0,0,732,13,1,1,790,812,0,0,1565.7672502574665,Medium Low
hapi,javascript,nodejs,none,mongodb,micro,313872,128,20924.8,5.36,0.61974,20.82,128,56,5.29,5.59,5.97,7.46,20784.16,28.36,644,0,0,0,732,13,1,1,790,812,0,0,1598.533231474408,Medium
hapi,javascript,nodejs,none,mongodb,micro,344639,256,21539.94,9.81,2.14,45.79,256,56,9.54,10.91,11.91,17.41,22826.3,31.15,644,0,0,0,732,13,1,1,790,812,0,0,774.8179856115108,High
hapi,javascript,nodejs,none,mongodb,micro,347936,512,23195.73,21.94,5.66,102.77,512,56,21.15,23.31,27.54,43.48,23058.64,31.47,644,0,0,0,732,13,1,1,790,812,0,0,371.99470772191484,Very High
simps,php,swoole,none,mysql,micro,206025,16,13735,1.16,0.18239,2.21,16,16,1.15,1.26,1.38,1.73,13644.33,18.17,13,0,0,0,632,64,11,0,683,766,0,0,8151.3353115727,Very Low
simps,php,swoole,none,mysql,micro,440929,32,29395.27,1.08,0.20575,2.51,32,32,1.08,1.22,1.35,1.61,29200.1,38.87,13,0,0,0,632,64,11,0,683,766,0,0,16376.194986072423,Low
simps,php,swoole,none,mysql,micro,984610,64,65640.67,0.85,0.24427000000000001,2.82,64,56,0.839,0.99,1.16,1.53,65204.71,86.81,13,0,0,0,632,64,11,0,683,766,0,0,35771.48228882834,Medium Low
simps,php,swoole,none,mysql,micro,2959765,128,197317.67,0.5636599999999999,0.24175,3.5,128,56,0.496,0.734,0.89,1.25,196017.22,260.96,13,0,0,0,632,64,11,0,683,766,0,0,97113.277193466,Medium
simps,php,swoole,none,mysql,micro,4549405,256,284337.81,0.76474,0.46714,10.97,256,56,0.639,0.9,1.29,2.47,301284.38,401.11,13,0,0,0,632,64,11,0,683,766,0,0,48460.862362523585,High
simps,php,swoole,none,mysql,micro,4495588,512,299705.87,2.42,2.82,43.05,512,56,1.22,3.04,6.13,13.31,297720.43,396.36,13,0,0,0,632,64,11,0,683,766,0,0,13182.57620409061,Very High
mesh-postgres,javascript,none,none,postgres,platform,157475,16,10498.33,1.52,0.20504,6.66,16,16,1.54,1.65,1.75,1.94,10428.73,13.73,71,0,0,0,499,22,3,0,546,577,0,0,2566.8288508557457,Very Low
mesh-postgres,javascript,none,none,postgres,platform,304611,32,20307.4,1.57,0.27501,7.51,32,32,1.57,1.74,1.9,2.26,20171.84,26.57,71,0,0,0,499,22,3,0,546,577,0,0,4472.995594713657,Low
mesh-postgres,javascript,none,none,postgres,platform,515628,64,34375.2,1.63,0.46138,9.62,64,56,1.55,1.78,2.14,3.34,34145.61,44.97,71,0,0,0,499,22,3,0,546,577,0,0,6111.1466666666665,Medium Low
mesh-postgres,javascript,none,none,postgres,platform,923650,128,61576.67,1.82,0.67883,9.93,128,56,1.68,2.25,2.8,3.6,61165.04,80.56,71,0,0,0,499,22,3,0,546,577,0,0,10481.135319148936,Medium
mesh-postgres,javascript,none,none,postgres,platform,1540498,256,102699.87,2.21,1.26,12.63,256,56,1.92,2.98,4.02,5.82,102131.5,134.51,71,0,0,0,499,22,3,0,546,577,0,0,13840.952830188677,High
mesh-postgres,javascript,none,none,postgres,platform,4928136,512,328542.4,1.57,0.78115,10.4,512,56,1.41,1.88,2.54,4.34,326377.73,429.85,71,0,0,0,499,22,3,0,546,577,0,0,54894.30242272348,Very High
http4k-ratpack,kotlin,netty,none,postgres,micro,164703,16,10980.2,1.45,0.20984999999999998,6.06,16,16,1.47,1.59,1.68,1.86,10907.84,14.16,115,0,0,0,848,72,3,1,919,1002,0,0,2924.1544607190417,Very Low
http4k-ratpack,kotlin,netty,none,postgres,micro,339080,32,22605.33,1.41,0.25758,6.54,32,32,1.41,1.55,1.7,2.06,22454.53,29.14,115,0,0,0,848,72,3,1,919,1002,0,0,5686.875471698114,Low
http4k-ratpack,kotlin,netty,none,postgres,micro,560121,64,37341.4,1.5,0.39887,8.08,64,56,1.46,1.68,1.93,2.78,37091.85,48.14,115,0,0,0,848,72,3,1,919,1002,0,0,7795.699373695199,Medium Low
http4k-ratpack,kotlin,netty,none,postgres,micro,1934665,128,120916.56,0.88,0.43755,6.3,128,56,0.811,1.09,1.41,2.3,128120.24,166.29,115,0,0,0,848,72,3,1,919,1002,0,0,33681.4930362117,Medium
http4k-ratpack,kotlin,netty,none,postgres,micro,6360337,256,424022.47,0.54611,0.33438999999999997,6.13,256,56,0.454,0.681,0.92,1.79,421221.62,546.72,115,0,0,0,848,72,3,1,919,1002,0,0,127026.80752713779,High
http4k-ratpack,kotlin,netty,none,postgres,micro,7177261,512,478484.07,1.08,0.55726,7.08,512,56,0.99,1.38,1.78,2.82,475316.87,616.94,115,0,0,0,848,72,3,1,919,1002,0,0,117275.50735294117,Very High
hertz,go,none,none,postgres,micro,175204,16,11680.27,1.37,0.27159,6.08,16,16,1.35,1.49,1.62,2.32,11603.65,15.95,239,0,0,0,732,35,2,0,784,827,0,0,3135.6429530201344,Very Low
hertz,go,none,none,postgres,micro,370845,32,24723,1.3,0.33642,5.46,32,32,1.26,1.42,1.59,2.84,24558.66,33.75,239,0,0,0,732,35,2,0,784,827,0,0,7314.497041420119,Low
hertz,go,none,none,postgres,micro,687650,64,45843.33,1.23,0.43788,6.11,64,56,1.17,1.37,1.6,3.24,45537.99,62.58,239,0,0,0,732,35,2,0,784,827,0,0,12491.370572207084,Medium Low
hertz,go,none,none,postgres,micro,2591853,128,172790.2,0.66572,0.40414,12.82,128,56,0.547,0.83,1.12,2.18,171637.77,235.87,239,0,0,0,732,35,2,0,784,827,0,0,25625.654395909154,Medium
hertz,go,none,none,postgres,micro,3601755,256,240117,1,0.71813,10.82,256,56,0.798,1.19,1.87,3.69,238542.32,327.82,239,0,0,0,732,35,2,0,784,827,0,0,40628.93401015228,High
hertz,go,none,none,postgres,micro,3030841,512,189427.56,2.77,2.1,27,512,56,1.68,3.59,5.67,10.01,200722.28,275.84,239,0,0,0,732,35,2,0,784,827,0,0,12726.0705408129,Very High
appmpower-odbc-my,c#,.net,kestrel,mysql,platform,114289,16,7619.27,2.1,0.45139,6.95,16,16,2.12,2.36,2.56,3.1,7569.15,9.95,15,0,0,0,615,97,11,1,696,814,0,0,1683.8165745856354,Very Low
appmpower-odbc-my,c#,.net,kestrel,mysql,platform,249643,32,16642.87,1.93,0.53191,8.7,32,32,1.91,2.18,2.43,4.17,16532.33,21.74,15,0,0,0,615,97,11,1,696,814,0,0,3131.301975540922,Low
appmpower-odbc-my,c#,.net,kestrel,mysql,platform,548840,64,34302.5,1.54,0.59696,6.85,64,56,1.47,1.8,2.14,4.03,36344.48,47.8,15,0,0,0,615,97,11,1,696,814,0,0,8176.99642431466,Medium Low
appmpower-odbc-my,c#,.net,kestrel,mysql,platform,1937079,128,129138.6,0.95,0.71537,9.74,128,56,0.701,1.04,1.77,3.8,128281,168.7,15,0,0,0,615,97,11,1,696,814,0,0,24160.636108512626,Medium
appmpower-odbc-my,c#,.net,kestrel,mysql,platform,2699757,256,179983.8,1.33,0.91,12.64,256,56,1.04,1.48,2.61,4.53,178783.5,235.12,15,0,0,0,615,97,11,1,696,814,0,0,25767.186828919108,High
appmpower-odbc-my,c#,.net,kestrel,mysql,platform,2810954,512,187396.93,2.75,1.58,17.71,512,56,2.42,3.45,5.2,7.18,186364.78,245.09,15,0,0,0,615,97,11,1,696,814,0,0,18318.37047898338,Very High
symfony-mysql,php,fpm/fastcgi,nginx,mysql,fullstack,61515,16,4101,3.9,0.89,8.29,16,16,3.69,4.03,5.31,6.72,4095.39,5.64,13,0,0,0,498,154,10,1,546,719,0,0,672.8465955701396,Very Low
symfony-mysql,php,fpm/fastcgi,nginx,mysql,fullstack,99626,32,6641.73,4.81,1.21,8.8,32,32,4.36,5.83,6.66,7.8,6633.37,9.14,13,0,0,0,498,154,10,1,546,719,0,0,976.0073475385745,Low
symfony-mysql,php,fpm/fastcgi,nginx,mysql,fullstack,214830,64,14322,3.91,0.48219,7.85,64,56,3.91,4.24,4.52,5,14226.55,19.61,13,0,0,0,498,154,10,1,546,719,0,0,2435.714285714286,Medium Low
symfony-mysql,php,fpm/fastcgi,nginx,mysql,fullstack,372320,128,24821.33,4.51,1.04,14.2,128,56,4.36,5.11,5.9,7.56,24655.93,33.98,13,0,0,0,498,154,10,1,546,719,0,0,2653.2688401924106,Medium
symfony-mysql,php,fpm/fastcgi,nginx,mysql,fullstack,380784,256,25385.6,8.87,2.94,34.72,256,56,8.49,10.57,12.77,17.48,25221.34,34.76,13,0,0,0,498,154,10,1,546,719,0,0,1164.7442073870152,High
symfony-mysql,php,fpm/fastcgi,nginx,mysql,fullstack,365627,512,22851.69,20.8,5.7,65.06,512,56,20.5,24.16,27.95,36.5,24224.03,33.38,13,0,0,0,498,154,10,1,546,719,0,0,532.3011879804332,Very High
quarkus-reactive-routes-pgclient,java,vert.x,vert.x,postgres,fullstack,179159,16,11943.93,1.33,0.18866999999999998,3.67,16,16,1.35,1.46,1.56,1.74,11864.63,15.56,69,0,0,0,732,71,3,1,782,865,0,0,4777.572,Very Low
